COMPLAINID	COMPLAINDATE	COMPLETIONDATE	LASTNAME	FIRSTNAME	GENDER	BROKERFULLNAME	COMMISSIONSCHEME	DESCRIPTION_CATEGORY	REGION	DESCRIPTION_STATUS	STATE	PRODUCT	DESCRIPTION_PRIORITIES	DESCRIPTION_SOURCE	DESCRIPTION_TYPE
182	24-02-2012	08-03-2012	Beverly	Johnson	FEMALE	Gary Hill	Comm9	POWER FOR PRESENTATION OR WRONG	West	CLOSED	California	CAS-076	Urgent	Company HQ	Email
183	24-02-2012	14-03-2012	Michelle	Hall	FEMALE	Jimmy Duncan	Comm2	POOR SERVICE	West	CLOSED	Arizona	BNM-062	Non Urgent	Company HQ	Written
184	28-02-2012	27-03-2012	Rachel	Baker	FEMALE	Peter Wright	Comm6	DETERMINATION OF ANSWER TO BLOOD QUESTION SOLIDARITY	Northeast	CLOSED	New York	CAS-020	Non Urgent	Bank Branch	Written
185	28-02-2012	09-03-2012	Joseph	Boyd	MALE	Larry Marshall	Comm6	INDEPENDENT DISMISSAL	South	CLOSED	Florida	CAP-028	Urgent	Company HQ	Court Order
186	28-02-2012	04-04-2012	Janet	Wells	FEMALE	Louis Garrett	Bonus Based	POOR SERVICE	West	CLOSED	Wyoming	LBL-074	Non Urgent	Company HQ	Written
187	19-07-2011	22-09-2011	Earl	Fuller	MALE	Henry Martinez	Bonus Based	MANAGEMENTNOT DECISION OF ANOTHER COMPANY CONTRACT	Northeast	CLOSED	Connecticut	CAS-014	Non Urgent	Company HQ	Fax
188	06-09-2011	16-09-2011	Randy	Clark	MALE	Earl King	Comm7	POOR INFORMATION BEFORE OR WITH THE SALE	West	CLOSED	Nevada	BNM-032	Non Urgent	Company HQ	Written
189	29-02-2012	02-04-2012	Aaron	Boyd	MALE	Russell Burns	Comm2	INDEPENDENT DISMISSAL	West	CLOSED	California	CAS-014	Urgent	Company HQ	Court Order
190	29-02-2012	19-03-2012	Ronald	Jackson	MALE	Dennis Peterson	Bonus Based	IGNORANCE OF EXISTENCE	West	CLOSED	Colorado	CAP-070	Urgent	Company HQ	Written
191	29-02-2012	13-03-2012	Patrick	Tucker	MALE	Albert Harvey	Comm7	IGNORANCE OF EXISTENCE	West	CLOSED	New Mexico	CAP-027	Urgent	Bank HQ	Phone
192	29-02-2012	15-03-2012	Mildred	Carr	FEMALE	Jimmy Nelson	Comm9	POOR INFORMATION BEFORE OR WITH THE SALE	West	CLOSED	California	MOT-008	Non Urgent	Company HQ	Written
193	07-09-2011	20-09-2011	Sandra	Perkins	FEMALE	Martin Greene	Comm9	DISCLAIMER OF A SERVICE 	South	CLOSED	Arkansas	HHC-057	Non Urgent	Bank Branch	Written
194	08-09-2011	05-10-2011	Lawrence	Hill	MALE	Matthew Rivera	Comm2	SECURITY BUILDING REQUEST SECURITY RETURN	Midwest	CLOSED	Minnesota	BNM-040	Non Urgent	Company HQ	Written
195	09-09-2011	30-09-2011	Brian	Hamilton	MALE	Roger Simmons	Comm7	POWER FOR PRESENTATION OR WRONG	Northeast	CLOSED	Pennsylvania	FPT-060	Non Urgent	Bank Branch	In person
196	16-09-2011	27-09-2011	Andrew	Vasquez	MALE	Jonathan Stevens	No Commission	SELFDETERMINED EXPRESSION OF INSURANCE	Midwest	CLOSED	Ohio	CAS-019	Non Urgent	Bank Branch	Written
197	19-09-2011	21-09-2011	Albert	Palmer	MALE	Lawrence Flores	Comm2	NO CONTRACT NOTICE OR ON	South	CLOSED	Texas	CAP-029	Non Urgent	Company HQ	In person
198	19-09-2011	29-09-2011	Jacqueline	Spencer	FEMALE	Eric Lawrence	Bonus Based	PAYMENT POLICY	Midwest	CLOSED	Ohio	HOC-052	Non Urgent	Company HQ	In person
199	21-09-2011	21-10-2011	Todd	Watson	MALE	Howard Berry	Comm2	PAYMENT POLICY	South	CLOSED	South Carolina	BNM-033	Non Urgent	Bank Branch	Written
200	27-09-2011	05-10-2011	Rachel	Brown	FEMALE	Earl Jordan	No Commission	MANAGEMENTNOT DECISION OF ANOTHER COMPANY CONTRACT	West	CLOSED	California	MOT-011	Non Urgent	Bank Branch	In person
201	01-03-2012	14-03-2012	Frank	Cox	MALE	Peter Wright	Comm6	POOR INFORMATION BEFORE OR WITH THE SALE	West	CLOSED	California	CAS-019	Non Urgent	Company HQ	Written
202	25-08-2011	30-09-2011	Roger	Powell	MALE	Bruce Price	Comm2	POOR INFORMATION BEFORE OR WITH THE SALE	South	CLOSED	Louisiana	HOC-048	Non Urgent	Bank Branch	Written
203	26-08-2011	06-09-2011	Norma	Mendoza	FEMALE	Harry Ford	Comm2	SECURITY PUBLISHING CONTRACT	South	CLOSED	Florida	MOT-008	Non Urgent	Company HQ	Written
204	30-09-2011	28-11-2011	Peter	Harper	MALE	Chris Kelley	Bonus Based	MANAGEMENTNOT DECISION OF ANOTHER COMPANY CONTRACT	Midwest	CLOSED	Indiana	CAS-066	Non Urgent	Bank Branch	Written
205	29-09-2011	06-10-2011	Cheryl	Hansen	FEMALE	Larry Walker	Comm2	USE OF OTHER OR OTHER EXPENSES	South	CLOSED	Florida	CAS-019	Non Urgent	Bank HQ	Phone
206	30-09-2011	03-10-2011	Eugene	Thomas	MALE	Sean Schmidt	Comm6	DO NOT USE A REQUEST	West	CLOSED	California	LBL-044	Non Urgent	Company HQ	Written
207	05-10-2011	26-10-2011	Eric	Shaw	MALE	Fred Lewis	No Commission	POOR INFORMATION BEFORE OR WITH THE SALE	West	CLOSED	California	HOC-055	Non Urgent	Company HQ	Written
208	04-10-2011	14-10-2011	Sarah	Garza	FEMALE	Clarence Romero	Comm5	POWER FOR PRESENTATION OR WRONG	Northeast	CLOSED	Massachusetts	CAS-066	Non Urgent	Company HQ	Email
209	05-10-2011	21-10-2011	Rachel	Mason	FEMALE	Louis Rivera	Comm2	MANAGEMENTNOT DECISION OF ANOTHER COMPANY CONTRACT	West	CLOSED	Montana	CAS-077	Non Urgent	Company HQ	Written
210	12-10-2011	09-11-2011	Ronald	Rose	MALE	Samuel Torres	Bonus Based	POOR INFORMATION BEFORE OR WITH THE SALE	South	CLOSED	Florida	BNM-033	Non Urgent	Company HQ	Written
211	12-10-2011	20-10-2011	Todd	Cook	MALE	Ronald Reed	Comm4	SECURITY PUBLISHING CONTRACT	West	CLOSED	Nevada	MOT-010	Non Urgent	Company HQ	In person
212	13-10-2011	13-10-2011	Anthony	King	MALE	John Edwards	Bonus Based	DISCLAIMER OF DISMISSAL	West	CLOSED	California	CAP-070	Non Urgent	Bank Branch	Phone
213	14-10-2011	25-11-2011	Jonathan	West	MALE	Arthur Garza	Comm2	SECURITY BUILDING REQUEST SECURITY RETURN	West	CLOSED	Utah	CAS-016	Non Urgent	Bank Branch	Written
214	20-10-2011	25-10-2011	Thomas	Powell	MALE	Stephen Howard	Bonus Based	MANAGEMENTNOT DECISION OF ANOTHER COMPANY CONTRACT	South	CLOSED	Oklahoma	HOC-064	Non Urgent	Bank Branch	Written
215	24-10-2011	07-11-2011	Nicholas	Hernandez	MALE	Brian Thomas	Comm7	MANAGEMENTNOT DECISION OF ANOTHER COMPANY CONTRACT	South	CLOSED	Florida	PNM-002	Non Urgent	Company HQ	Written
216	24-10-2011	07-11-2011	Martin	Hill	MALE	Bobby Walker	Comm6	POWER FOR PRESENTATION OR WRONG	South	CLOSED	Florida	CAS-019	Non Urgent	Bank HQ	Phone
217	25-10-2011	03-11-2011	Evelyn	Bowman	FEMALE	Andrew Bowman	No Commission	MANAGEMENTNOT DECISION OF ANOTHER COMPANY CONTRACT	Midwest	CLOSED	Indiana	CAP-024	Non Urgent	Company HQ	Court Order
218	29-08-2011	15-09-2011	Antonio	Rogers	MALE	Arthur Rose	No Commission	POOR INFORMATION BEFORE OR WITH THE SALE	Midwest	CLOSED	Illinois	CAP-027	Non Urgent	Company HQ	Written
219	25-10-2011	03-11-2011	Frank	Hughes	MALE	Albert Taylor	Comm7	POWER FOR PRESENTATION OR WRONG	Northeast	CLOSED	Pennsylvania	CAS-013	Non Urgent	Company HQ	Email
220	01-03-2012	20-04-2012	Ann	Hunt	FEMALE	Edward Gilbert	Comm2	POWER FOR PRESENTATION OR WRONG	South	CLOSED	Texas	CAS-072	Urgent	Company HQ	Court Order
221	01-09-2011	09-09-2011	Deborah	Garza	FEMALE	Kenneth Morris	Bonus Based	IGNORANCE OF EXISTENCE	South	CLOSED	Texas	CAS-016	Non Urgent	Company HQ	Written
222	08-09-2011	19-09-2011	Jean	Bell	FEMALE	Fred Morris	Comm2	POOR INFORMATION BEFORE OR WITH THE SALE	Northeast	CLOSED	New Jersey	MOT-008	Non Urgent	Call Center	Email
223	08-09-2011	19-09-2011	Jacqueline	Graham	FEMALE	David Fox	Bonus Based	DIFFERENCES IN PRICE POLITICS	West	CLOSED	California	HOC-064	Non Urgent	Call Center	Email
224	08-09-2011	23-09-2011	Ann	Oliver	FEMALE	Walter Young	Comm6	IGNORANCE OF EXISTENCE	Midwest	CLOSED	Indiana	BNM-036	Non Urgent	Company HQ	Court Order
225	08-09-2011	30-09-2011	Rachel	Davis	FEMALE	Steven Long	Bonus Based	DETERMINATION OF ANSWER TO BLOOD QUESTION SOLIDARITY	Northeast	CLOSED	New Hampshire	CAP-029	Non Urgent	Company HQ	Court Order
226	02-03-2012	02-04-2012	Philip	Murphy	MALE	Samuel Green	Comm4	DIFFERENCES IN PRICE POLITICS	South	CLOSED	North Carolina	BNM-036	Urgent	Company HQ	Court Order
227	01-09-2011	30-09-2011	Phyllis	Jones	FEMALE	Gary Williams	Comm2	POOR INFORMATION BEFORE OR WITH THE SALE	West	CLOSED	Utah	BNM-034	Non Urgent	Company HQ	Written
228	02-09-2011	29-09-2011	Martin	Austin	MALE	Thomas Greene	Comm4	CONTRACT NOTICE USE OR FAITH	South	CLOSED	Florida	FPT-060	Non Urgent	Company HQ	Written
229	02-09-2011	05-09-2011	Joyce	Gilbert	FEMALE	Nicholas Montgomery	Comm8	SECURITY BUILDING REQUEST SECURITY RETURN	South	CLOSED	Florida	CAS-016	Non Urgent	Bank Branch	In person
230	05-09-2011	07-09-2011	Lisa	Stone	FEMALE	Joseph Morrison	Bonus Based	POOR INFORMATION BEFORE OR WITH THE SALE	Midwest	CLOSED	Illinois	MMP-004	Non Urgent	Bank Branch	Written
231	05-09-2011	19-09-2011	Heather	Garcia	FEMALE	Peter Mendoza	Comm2	POOR INFORMATION BEFORE OR WITH THE SALE	South	CLOSED	Texas	HOC-052	Non Urgent	Tele	In person
232	04-11-2011	02-12-2011	Diana	White	FEMALE	Martin Foster	No Commission	PAYMENT POLICY	South	CLOSED	Florida	CAS-017	Non Urgent	Bank Branch	Written
233	08-11-2011	12-12-2011	Pamela	Stanley	FEMALE	Earl Jordan	No Commission	SECURITY BUILDING REQUEST SECURITY RETURN	South	CLOSED	Texas	LBL-044	Non Urgent	Call Center	Email
234	08-11-2011	21-11-2011	Jose	Murphy	MALE	Terry Thomas	Bonus Based	POOR SERVICE	South	CLOSED	North Carolina	MMP-006	Non Urgent	Bank Branch	In person
235	08-11-2011	16-11-2011	Ann	Hunt	FEMALE	William Torres	Comm9	DETERMINATION OF ANSWER TO BLOOD QUESTION SOLIDARITY	South	CLOSED	Texas	BMB-042	Non Urgent	Bank Branch	In person
236	02-03-2012	12-03-2012	Kelly	Lawson	FEMALE	Henry Oliver	Bonus Based	USE OF OTHER OR OTHER EXPENSES	Northeast	CLOSED	New York	MOT-008	Non Urgent	Company HQ	Written
237	09-11-2011	11-11-2011	Kenneth	Turner	MALE	Jimmy Murphy	Comm9	USE OF OTHER OR OTHER EXPENSES	Midwest	CLOSED	Illinois	HOC-051	Non Urgent	Bank Branch	Written
238	09-11-2011	18-11-2011	Harold	Carpenter	MALE	Nicholas Hawkins	Comm7	PAYMENT POLICY	Northeast	CLOSED	New Jersey	HHC-058	Non Urgent	Bank Branch	In person
239	04-11-2011	11-11-2011	Ashley	Jackson	FEMALE	Michael Ferguson	No Commission	POOR SERVICE	South	CLOSED	Florida	CAP-068	Non Urgent	Call Center	Email
240	23-11-2011	02-12-2011	Thomas	Mccoy	MALE	Larry Dixon	Bonus Based	POWER FOR PRESENTATION OR WRONG	Midwest	CLOSED	Wisconsin	CAS-020	Non Urgent	Bank Branch	In person
241	24-11-2011	09-12-2011	Fred	Banks	MALE	Justin Lynch	Comm2	MANAGEMENTNOT DECISION OF ANOTHER COMPANY CONTRACT	South	CLOSED	Virginia	MMP-005	Non Urgent	Bank Branch	Written
242	28-11-2011	02-12-2011	Mark	Anderson	MALE	Phillip Foster	Comm2	INSURANCE USE IN ORGANIZATION OF COMPETITIVE LOAN	Northeast	CLOSED	Connecticut	CAS-014	Non Urgent	Bank Branch	In person
243	02-12-2011	13-12-2011	Gary	Rose	MALE	Ralph Hall	Comm2	POOR INFORMATION BEFORE OR WITH THE SALE	Midwest	CLOSED	Kansas	HHC-078	Non Urgent	Bank Branch	In person
244	02-03-2012	15-03-2012	Adam	Wagner	MALE	Thomas Martinez	Bonus Based	DISCLAIMER OF DISMISSAL	South	CLOSED	Kentucky	LBL-074	Non Urgent	Company HQ	Written
245	02-12-2011	02-12-2011	Michelle	Ross	FEMALE	Gerald Richards	Comm9	POWER FOR PRESENTATION OR WRONG	Midwest	CLOSED	Minnesota	MMP-005	Non Urgent	Bank Branch	In person
246	06-12-2011	27-01-2012	Benjamin	Mitchell	MALE	Edward Evans	Bonus Based	DISCLAIMER OF DISMISSAL	Northeast	CLOSED	New Jersey	CAS-019	Non Urgent	Company HQ	Written
247	15-12-2011	20-01-2012	Jeremy	Medina	MALE	Henry Mills	Comm2	POWER FOR PRESENTATION OR WRONG	South	CLOSED	Florida	FPT-060	Non Urgent	Bank Branch	Email
248	15-12-2011	22-12-2011	Anna	Russell	FEMALE	Gary Webb	Bonus Based	MANAGEMENTNOT DECISION OF ANOTHER COMPANY CONTRACT	West	CLOSED	Utah	CAS-076	Non Urgent	Call Center	Email
249	16-12-2011	19-12-2011	Gloria	Medina	FEMALE	Roger Robertson	No Commission	MANAGEMENTNOT DECISION OF ANOTHER COMPANY CONTRACT	Midwest	CLOSED	Illinois	CAS-022	Non Urgent	Bank Branch	Phone
250	19-12-2011	19-12-2011	Alan	Meyer	MALE	Eric Lawrence	Bonus Based	POWER FOR PRESENTATION OR WRONG	West	CLOSED	California	CAS-077	Non Urgent	Bank HQ	Phone
251	22-12-2011	27-12-2011	Mark	Nguyen	MALE	Carlos Henry	Comm9	POWER FOR PRESENTATION OR WRONG	South	CLOSED	Virginia	HOC-052	Non Urgent	Bank Branch	In person
252	23-12-2011	17-01-2012	Steven	Perkins	MALE	Jack Price	Comm6	POOR INFORMATION BEFORE OR WITH THE SALE	Northeast	CLOSED	New Jersey	MOT-009	Non Urgent	Company HQ	Written
253	28-12-2011	03-01-2012	Cynthia	Richardson	FEMALE	Martin Clark	Bonus Based	DETERMINATION OR LOSS OF ABSOLUTE REGISTRATIONS	Midwest	CLOSED	Ohio	BNM-033	Non Urgent	Bank Branch	Written
254	05-03-2012	14-03-2012	China Group			Carlos Wagner	Comm9	MANAGEMENTNOT DECISION OF ANOTHER COMPANY CONTRACT	South	CLOSED	Kentucky	PNM-002	Non Urgent	Company HQ	Written
255	06-09-2011	20-09-2011	Johnny	Gordon	MALE	Robert Nichols	No Commission	POOR INFORMATION BEFORE OR WITH THE SALE	Northeast	CLOSED	New Jersey	CAP-029	Non Urgent	Company HQ	Written
256	05-03-2012	13-03-2012	Ruth	Rivera	FEMALE	Michael Evans	Comm3	SECURITY BUILDING REQUEST SECURITY RETURN	Midwest	CLOSED	Nebraska	OOT-061	Non Urgent	Company HQ	Written
257	07-09-2011	23-09-2011	Theresa	Day	FEMALE	Larry Myers	Comm3	POOR SERVICE	West	CLOSED	California	BNM-033	Non Urgent	Company HQ	Phone
258	07-09-2011	16-09-2011	David	Long	MALE	Phillip Stephens	Bonus Based	POOR INFORMATION BEFORE OR WITH THE SALE	West	CLOSED	Utah	BNM-031	Non Urgent	Company HQ	Written
259	12-09-2011	17-10-2011	Virginia	Hawkins	FEMALE	Willie Williams	Comm2	POOR INFORMATION BEFORE OR WITH THE SALE	Midwest	CLOSED	Indiana	CAP-028	Non Urgent	Tele	Written
260	12-09-2011	27-10-2011	Andrew	Gray	MALE	Donald Jordan	Comm2	POWER FOR PRESENTATION OR WRONG	Northeast	CLOSED	New Jersey	BNM-062	Non Urgent	Company HQ	Court Order
261	02-03-2012	20-04-2012	Theresa	Gilbert	FEMALE	Robert Palmer	Comm7	DETERMINATION OF ANSWER TO BLOOD QUESTION SOLIDARITY	Midwest	CLOSED	Iowa	HHC-058	Non Urgent	Company HQ	Written
262	06-03-2012	09-03-2012	Michelle	Lane	FEMALE	Jimmy Hughes	Comm3	DO NOT USE A REQUEST	Midwest	CLOSED	Indiana	BNM-041	Non Urgent	Bank Branch	In person
263	06-03-2012	08-03-2012	Christine	Ford	FEMALE	Daniel Wagner	Comm3	IGNORANCE OF EXISTENCE	West	CLOSED	Arizona	CAP-069	Non Urgent	Company HQ	Written
264	06-03-2012	04-04-2012	Matthew	Hughes	MALE	Russell Rose	Comm2	DO NOT USE A REQUEST	West	CLOSED	Nevada	HOC-052	Urgent	Company HQ	Written
265	07-03-2012	19-03-2012	Charles	Greene	MALE	Sean Montgomery	Comm2	IGNORANCE OF EXISTENCE	South	CLOSED	Florida	CAS-075	Non Urgent	Company HQ	Written
266	07-03-2012	25-04-2012	Catherine	Pierce	FEMALE	Jack Rivera	Bonus Based	POOR INFORMATION BEFORE OR WITH THE SALE	South	CLOSED	Texas	BNM-041	Non Urgent	Bank HQ	Phone
267	17-02-2012	07-03-2012	Terry	Cox	MALE	Robert Mason	Comm8	DETERMINATION OF ANSWER TO BLOOD QUESTION SOLIDARITY	Northeast	CLOSED	Massachusetts	CAS-017	Non Urgent	Call Center	Phone
268	07-03-2012	09-03-2012	Robert	Warren	MALE	Kenneth Bradley	Bonus Based	IGNORANCE OF EXISTENCE	West	CLOSED	California	LBL-074	Non Urgent	Bank HQ	Phone
269	07-03-2012	08-03-2012	Jose	Riley	MALE	Brian Hansen	Comm2	POOR SERVICE	West	CLOSED	Arizona	LBL-045	Urgent	Company HQ	Email
270	07-03-2012	05-04-2012	Donald	Evans	MALE	Jerry Dean	Comm4	IGNORANCE OF EXISTENCE	Midwest	CLOSED	Indiana	HOC-052	Non Urgent	Company HQ	Written
271	12-09-2011	22-09-2011	Tammy	Wagner	FEMALE	Andrew Smith	Comm2	PRODUCTION PRODUCT	South	CLOSED	Mississippi	MMP-006	Non Urgent	Company HQ	Written
272	12-09-2011	19-09-2011	Beverly	Garrett	FEMALE	Joshua Crawford	Comm8	IGNORANCE OF EXISTENCE	South	CLOSED	Texas	OOT-061	Non Urgent	Tele	Phone
273	12-09-2011	15-09-2011	Daniel	Mcdonald	MALE	Jonathan Ward	Comm8	POWER FOR PRESENTATION OR WRONG	West	CLOSED	Washington	MOT-010	Non Urgent	Bank Branch	Email
274	06-03-2012	15-03-2012	Sean	Gray	MALE	Todd Mccoy	Comm9	SECURITY BUILDING REQUEST SECURITY RETURN	West	CLOSED	California	CAS-015	Non Urgent	Bank Branch	Written
275	12-09-2011	14-10-2011	Patricia	Sanchez	FEMALE	Phillip Jacobs	Comm6	DIFFERENCES IN PRICE POLITICS	Northeast	CLOSED	New York	CAP-025	Non Urgent	Company HQ	Written
276	08-03-2012	14-03-2012	Teresa	Lynch	FEMALE	Ernest Wagner	Comm2	DETERMINATION OF ANSWER TO BLOOD QUESTION SOLIDARITY	Midwest	CLOSED	Illinois	CAP-070	Urgent	Bank HQ	Phone
277	08-03-2012	06-04-2012	Thomas	Williamson	MALE	Brian Davis	Comm5	DISCLAIMER OF DISMISSAL	South	CLOSED	Virginia	BNM-036	Urgent	Company HQ	Court Order
278	08-03-2012	17-04-2012	Adam	Stevens	MALE	Gary Snyder	No Commission	POOR INFORMATION BEFORE OR WITH THE SALE	Northeast	CLOSED	Massachusetts	CAS-022	Urgent	Company HQ	Court Order
279	08-03-2012	21-03-2012	Roy	Stone	MALE	Harold Weaver	Comm2	MANAGEMENTNOT DECISION OF ANOTHER COMPANY CONTRACT	West	CLOSED	Arizona	CAP-071	Non Urgent	Company HQ	Written
280	08-03-2012	02-04-2012	Bobby	Wood	MALE	James Clark	Comm2	DISCLAIMER OF DISMISSAL	Northeast	CLOSED	Pennsylvania	HHC-057	Non Urgent	Company HQ	Email
281	16-09-2011	20-09-2011	Barbara	Porter	FEMALE	Thomas Johnson	Comm6	POOR INFORMATION BEFORE OR WITH THE SALE	West	CLOSED	California	BNM-031	Non Urgent	Bank Branch	Written
282	16-09-2011	27-09-2011	Ralph	Fowler	MALE	Willie Oliver	Comm2	POOR SERVICE	South	CLOSED	Florida	BNM-031	Non Urgent	Call Center	Email
283	19-09-2011	22-09-2011	Gary	Henry	MALE	Antonio Freeman	Comm2	POOR INFORMATION BEFORE OR WITH THE SALE	Northeast	CLOSED	Massachusetts	MOT-009	Non Urgent	Bank HQ	Written
284	19-09-2011	30-09-2011	Andrew	Hansen	MALE	Victor Day	No Commission	POOR INFORMATION BEFORE OR WITH THE SALE	Northeast	CLOSED	Connecticut	BNM-062	Non Urgent	Bank Branch	Written
285	09-03-2012	30-03-2012	Arthur	Lawrence	MALE	Craig Carpenter	Comm2	FRAUD	West	CLOSED	Oregon	BNM-036	Urgent	Company HQ	Phone
286	20-09-2011	07-10-2011	Lois	Garza	FEMALE	Joseph Morrison	Bonus Based	INDEPENDENT DISMISSAL	South	CLOSED	Texas	HOC-054	Non Urgent	Partner	Written
287	20-09-2011	22-09-2011	Scott	Arnold	MALE	Earl Stewart	No Commission	POOR INFORMATION BEFORE OR WITH THE SALE	West	CLOSED	California	CAS-075	Non Urgent	Bank Branch	Written
288	21-09-2011	14-10-2011	Earl	Ramirez	MALE	Carlos Kelly	Comm5	INSURANCE USE IN ORGANIZATION OF COMPETITIVE LOAN	West	CLOSED	Washington	CAP-024	Non Urgent	Tele	Written
289	26-09-2011	14-10-2011	Juan	Watkins	MALE	Paul Ferguson	Comm2	POOR SERVICE	South	CLOSED	Florida	MMP-004	Non Urgent	Tele	Written
290	26-09-2011	26-10-2011	Brenda	George	FEMALE	Justin Gardner	Comm7	SECURITY PUBLISHING CONTRACT	Northeast	CLOSED	Connecticut	CAP-068	Non Urgent	Tele	Written
291	09-03-2012	27-03-2012	Rebecca	Ramirez	FEMALE	Justin Lynch	Comm2	DISCLAIMER OF DISMISSAL	Midwest	CLOSED	Minnesota	BNM-073	Urgent	Company HQ	Court Order
292	12-03-2012	10-04-2012	Bonnie	Wright	FEMALE	Billy Elliott	Comm2	POOR INFORMATION BEFORE OR WITH THE SALE	Midwest	CLOSED	Michigan	MOT-009	Non Urgent	Company HQ	Written
293	12-03-2012	27-03-2012	Philip	Ford	MALE	Jose Mccoy	Bonus Based	IGNORANCE OF EXISTENCE	Midwest	CLOSED	Missouri	HOC-052	Non Urgent	Company HQ	Written
294	12-03-2012	24-04-2012	Robert	Morrison	MALE	Robert Mason	Comm8	POOR INFORMATION BEFORE OR WITH THE SALE	Midwest	CLOSED	Illinois	MOT-011	Non Urgent	Company HQ	Written
295	12-03-2012	05-04-2012	Christopher	Phillips	MALE	Victor Mccoy	Bonus Based	CONTRACT NOTICE USE OR FAITH	Midwest	CLOSED	Indiana	LBL-074	Non Urgent	Company HQ	Written
296	26-09-2011	06-10-2011	Jessica	Harris	FEMALE	Dennis Bishop	Comm2	DIFFERENCES IN PRICE POLITICS	West	CLOSED	Colorado	HHC-063	Non Urgent	Bank Branch	Written
297	26-09-2011	06-10-2011	Paul	Morgan	MALE	Alan Palmer	Bonus Based	POOR INFORMATION BEFORE OR WITH THE SALE	Midwest	CLOSED	Indiana	LOL-046	Non Urgent	Bank Branch	Written
298	28-09-2011	05-10-2011	Ryan	Miller	MALE	Joseph Fox	No Commission	POOR SERVICE	Northeast	CLOSED	Connecticut	BNM-041	Non Urgent	Company HQ	Email
299	29-09-2011	13-10-2011	Juan	Mccoy	MALE	Larry Castillo	Comm9	POOR INFORMATION BEFORE OR WITH THE SALE	Midwest	CLOSED	Illinois	BNM-040	Non Urgent	Bank Branch	Written
300	29-09-2011	06-10-2011	Frank	Morris	MALE	Wayne Long	Comm2	DISCLAIMER OF DISMISSAL	West	CLOSED	Nevada	MOT-011	Non Urgent	Company HQ	Court Order
301	29-09-2011	24-10-2011	Arthur	Perez	MALE	Scott Fox	Comm8	PAYMENT POLICY	South	CLOSED	North Carolina	HOC-051	Non Urgent	Bank Branch	Phone
302	29-09-2011	29-09-2011	Maria	Gonzalez	FEMALE	Clarence Davis	Comm6	DETERMINATION OF ANSWER TO BLOOD QUESTION SOLIDARITY	West	CLOSED	Idaho	CAP-027	Non Urgent	Bank HQ	Phone
303	30-09-2011	21-10-2011	Carolyn	Parker	FEMALE	Ronald Nguyen	Comm6	POOR SERVICE	West	CLOSED	California	CAS-019	Non Urgent	Company HQ	Court Order
304	28-09-2011	30-09-2011	Virginia	Weaver	FEMALE	Roger Peters	Comm5	SECURITY BUILDING REQUEST SECURITY RETURN	West	CLOSED	Colorado	HOC-050	Non Urgent	Company HQ	In person
305	20-09-2011	06-10-2011	Patrick	Wagner	MALE	Russell Green	Comm2	CONTRACT NOTICE USE OR FAITH	South	CLOSED	Georgia	CAP-026	Non Urgent	Company HQ	Written
306	12-03-2012	10-04-2012	Wayne	Jones	MALE	Roger Rogers	No Commission	PAYMENT POLICY	West	CLOSED	Arizona	HHC-078	Non Urgent	Bank Branch	In person
307	03-10-2011	04-10-2011	Joseph	Bishop	MALE	Daniel Wagner	Comm3	IGNORANCE OF EXISTENCE	West	CLOSED	Washington	BNM-038	Non Urgent	Company HQ	Court Order
308	12-03-2012	29-03-2012	Charles	Boyd	MALE	Ryan Reid	Comm7	IGNORANCE OF EXISTENCE	Northeast	CLOSED	New York	BNM-041	Non Urgent	Company HQ	Written
309	13-03-2012	13-03-2012	Sara	Tucker	FEMALE	Nicholas Campbell	Comm7	POOR SERVICE	Midwest	CLOSED	Kansas	MMP-005	Non Urgent	Call Center	Phone
310	13-03-2012	10-04-2012	Amy	Burton	FEMALE	Henry Smith	Comm8	IGNORANCE OF EXISTENCE	Midwest	CLOSED	Minnesota	CAS-076	Non Urgent	Company HQ	Email
311	13-03-2012	10-04-2012	Shawn	Thomas	MALE	Howard Hansen	Comm5	IGNORANCE OF EXISTENCE	Northeast	CLOSED	New York	CAP-028	Non Urgent	Company HQ	Written
312	13-03-2012	22-03-2012	Jeffrey	Mitchell	MALE	Eugene Boyd	No Commission	DIFFERENCES IN PRICE POLITICS	Northeast	CLOSED	New York	HHC-063	Urgent	Company HQ	Phone
313	13-03-2012	17-04-2012	Gloria	Wood	FEMALE	Nicholas Hawkins	Comm7	DISCLAIMER OF DISMISSAL	West	CLOSED	California	CAS-065	Urgent	Company HQ	Written
314	13-03-2012	15-03-2012	Rebecca	Cooper	FEMALE	Raymond Gordon	Comm6	SECURITY BUILDING REQUEST SECURITY RETURN	West	CLOSED	Montana	MOT-009	Urgent	Bank Branch	Phone
315	13-03-2012	26-03-2012	Jason	Shaw	MALE	Kenneth Clark	Comm2	SELFDETERMINED EXPRESSION OF INSURANCE	Midwest	CLOSED	Indiana	CAP-069	Non Urgent	Company HQ	Written
316	14-03-2012	06-04-2012	Sandra	Evans	FEMALE	Justin Robinson	Comm3	DISCLAIMER OF DISMISSAL	West	CLOSED	Washington	HOC-056	Urgent	Company HQ	Court Order
317	14-03-2012	17-04-2012	Ronald	Vasquez	MALE	Victor Chavez	Comm3	DISCLAIMER OF DISMISSAL	South	CLOSED	Virginia	PNM-001	Urgent	Company HQ	Written
